 164-172 E9.3   mW/m2/Hz FnuL     Linear combination model f({nu}) (2)
--------------------------------------------------------------------------------
Note (1): In units of erg/cm^2^/s.
Note (2): In units of erg/cm^2^/s/Hz.
--------------------------------------------------------------------------------
1e4 4.90467D+11    611.238421    1.151D+41 1.674D+41 2.476D+41 3.346D+41 4.042D+41 4.493D+41 3.158D+41 2.347D+29 3.413D+29 5.048D+29 6.822D+29 8.241D+29 9.161D+29 6.439D+29
1e4 5.01317D+11    598.0100327   3.368D+40 4.399D+40 6.587D+40 9.583D+40 1.231D+41 1.417D+41 8.298D+40 6.718D+28 8.775D+28 1.314D+29 1.912D+29 2.456D+29 2.827D+29 1.655D+29
1e4 5.11343D+11    586.2843519   3.716D+40 4.847D+40 7.248D+40 1.054D+41 1.353D+41 1.557D+41 9.127D+40 7.267D+28 9.479D+28 1.417D+29 2.061D+29 2.646D+29 3.045D+29 1.785D+29
1e4 5.25867D+11    570.0923187   4.096D+40 5.337D+40 7.970D+40 1.158D+41 1.486D+41 1.710D+41 1.003D+41 7.789D+28 1.015D+29 1.516D+29 2.202D+29 2.826D+29 3.252D+29 1.907D+29
1e4 5.36384D+11    558.9140381   4.453D+40 5.794D+40 8.642D+40 1.255D+41 1.609D+41 1.852D+41 1.087D+41 8.302D+28 1.080D+29 1.611D+29 2.340D+29 3.000D+29 3.453D+29 2.027D+29
1e4 5.47827D+11    547.2394189   4.840D+40 6.290D+40 9.370D+40 1.359D+41 1.743D+41 2.006D+41 1.178D+41 8.835D+28 1.148D+29 1.710D+29 2.481D+29 3.182D+29 3.662D+29 2.150D+29
1e4 5.58783D+11    536.5092317   5.295D+40 6.871D+40 1.022D+41 1.481D+41 1.899D+41 2.185D+41 1.284D+41 9.476D+28 1.230D+29 1.829D+29 2.650D+29 3.398D+29 3.910D+29 2.298D+29
1e4 5.72584D+11    523.5782637   5.790D+40 7.501D+40 1.114D+41 1.613D+41 2.067D+41 2.377D+41 1.399D+41 1.011D+29 1.310D+29 1.946D+29 2.817D+29 3.610D+29 4.151D+29 2.443D+29
1e4 5.84036D+11    513.3120206   6.278D+40 8.122D+40 1.204D+41 1.742D+41 2.231D+41 2.567D+41 1.512D+41 1.075D+29 1.391D+29 2.062D+29 2.983D+29 3.820D+29 4.395D+29 2.589D+29
1e4 5.96062D+11    502.9549228   6.805D+40 8.791D+40 1.302D+41 1.881D+41 2.408D+41 2.769D+41 1.632D+41 1.142D+29 1.475D+29 2.184D+29 3.156D+29 4.040D+29 4.645D+29 2.738D+29
1e4 6.07984D+11    493.0930661   7.640D+40 9.845D+40 1.454D+41 2.099D+41 2.685D+41 3.087D+41 1.822D+41 1.257D+29 1.619D+29 2.392D+29 3.452D+29 4.416D+29 5.077D+29 2.997D+29
